bank_name,year,quarter,fiscal_quarter,car,cost_to_income,debt_to_equity,liquidity_coverage,npa_ratio,roa,crisis_label
DHANLAXMI BANK,2016,Q3,FY2016-Q3,7.4964,41.4088,23.4311,120.5548,2.8603,-1.9119,0
DHANLAXMI BANK,2016,Q4,FY2016-Q4,7.6226,39.3187,22.7109,121.0,2.7216,-1.6824,0
DHANLAXMI BANK,2017,Q1,FY2017-Q1,8.4593,34.696,20.455,122.6889,2.6902,-0.7559,0
DHANLAXMI BANK,2017,Q2,FY2017-Q2,8.9463,32.0674,19.4006,123.2798,2.5801,-0.3988,0
DHANLAXMI BANK,2017,Q3,FY2017-Q3,9.609,29.839,18.2983,124.0308,2.5205,-0.0922,0
DHANLAXMI BANK,2017,Q4,FY2017-Q4,10.4139,29.056,17.3727,125.0,2.5258,0.1045,0
DHANLAXMI BANK,2018,Q1,FY2018-Q1,11.9265,32.6647,16.1953,127.6875,2.9386,0.0639,0
DHANLAXMI BANK,2018,Q2,FY2018-Q2,12.7437,33.872,15.6861,128.8606,3.012,-0.0037,0
DHANLAXMI BANK,2018,Q3,FY2018-Q3,13.4923,34.923,15.2752,129.7284,3.0868,-0.1155,1
DHANLAXMI BANK,2018,Q4,FY2018-Q4,14.078,35.6942,15.0027,130.0,3.123,-0.209,1
DHANLAXMI BANK,2019,Q1,FY2019-Q1,13.8235,34.5989,14.7301,128.9298,3.0071,-0.1348,1
DHANLAXMI BANK,2019,Q2,FY2019-Q2,13.8708,33.1282,14.5347,128.1529,2.8698,-0.0907,1
DHANLAXMI BANK,2019,Q3,FY2019-Q3,13.8787,31.3086,14.305,127.6495,2.6536,-0.0044,1
DHANLAXMI BANK,2019,Q4,FY2019-Q4,13.9562,30.3542,14.1092,128.0,2.3594,0.1045,1
DHANLAXMI BANK,2020,Q1,FY2020-Q1,13.7993,32.209,13.865,134.112,1.8599,0.3204,1
DHANLAXMI BANK,2020,Q2,FY2020-Q2,14.0014,32.6338,13.6558,136.7029,1.5405,0.4358,1
DHANLAXMI BANK,2020,Q3,FY2020-Q3,14.2924,32.9594,13.438,139.8173,1.3856,0.5254,1
DHANLAXMI BANK,2020,Q4,FY2020-Q4,14.6262,33.2643,13.3208,143.0,1.5174,0.5748,1
DHANLAXMI BANK,2021,Q1,FY2021-Q1,14.3739,32.7534,13.5837,148.2159,3.1253,0.4429,1
DHANLAXMI BANK,2021,Q2,FY2021-Q2,14.5181,31.6416,13.6024,150.3107,3.7247,0.4018,1
DHANLAXMI BANK,2021,Q3,FY2021-Q3,14.6278,30.3756,13.6059,151.3501,4.3086,0.3481,1
DHANLAXMI BANK,2021,Q4,FY2021-Q4,14.687,29.9918,13.6451,151.0,4.66,0.303,1
DHANLAXMI BANK,2022,Q1,FY2022-Q1,13.6538,33.2992,13.9284,144.2946,4.2601,0.243,0
DHANLAXMI BANK,2022,Q2,FY2022-Q2,13.4554,34.1411,13.9179,141.342,3.8925,0.2443,0
DHANLAXMI BANK,2022,Q3,FY2022-Q3,13.2801,34.9637,13.8627,138.0183,3.3549,0.26,0
DHANLAXMI BANK,2022,Q4,FY2022-Q4,13.1747,36.019,13.864,135.0,2.7901,0.2822,0
DHANLAXMI BANK,2023,Q1,FY2023-Q1,12.4404,37.6049,14.2404,130.7164,1.9229,0.2899,0
DHANLAXMI BANK,2023,Q2,FY2023-Q2,12.3829,37.4098,14.2835,129.309,1.5576,0.3131,0
DHANLAXMI BANK,2023,Q3,FY2023-Q3,12.4095,36.5894,14.2853,128.4721,1.2963,0.3349,0
DHANLAXMI BANK,2023,Q4,FY2023-Q4,12.5048,35.8988,14.3172,128.0,1.1356,0.3553,0
DHANLAXMI BANK,2024,Q1,FY2024-Q1,12.2558,34.5163,14.4643,127.413,1.1601,0.3436,0
DHANLAXMI BANK,2024,Q2,FY2024-Q2,12.3487,33.3289,14.422,127.2345,1.1474,0.3623,0
DHANLAXMI BANK,2024,Q3,FY2024-Q3,12.554,31.9258,14.2725,127.1137,1.1777,0.3801,0
DHANLAXMI BANK,2024,Q4,FY2024-Q4,12.9006,30.9601,14.0827,127.0,1.2237,0.3971,0
DHANLAXMI BANK,2025,Q1,FY2025-Q1,13.8658,30.5907,13.2247,126.2425,1.2415,0.3757,0
DHANLAXMI BANK,2025,Q2,FY2025-Q2,14.4498,29.8401,12.822,125.9905,1.2268,0.3931,0
DHANLAXMI BANK,2025,Q3,FY2025-Q3,15.2722,29.2387,12.2467,125.5933,1.1451,0.4106,0
DHANLAXMI BANK,2025,Q4,FY2025-Q4,16.3618,29.4113,11.5504,125.0,0.9692,0.4284,0
EQUITAS SMALL FINANCE BANK,2016,Q1,FY2016-Q1,31.6885,62.9081,3.5711,127.7179,1.5585,-1.425,0
EQUITAS SMALL FINANCE BANK,2016,Q2,FY2016-Q2,33.3928,51.789,2.9044,124.2046,1.5242,-0.1379,0
EQUITAS SMALL FINANCE BANK,2016,Q3,FY2016-Q3,34.8382,43.6847,2.4846,122.0377,1.4978,0.764,0
EQUITAS SMALL FINANCE BANK,2016,Q4,FY2016-Q4,36.0426,38.8205,2.2899,121.0,1.4783,1.3376,0
EQUITAS SMALL FINANCE BANK,2017,Q1,FY2017-Q1,35.5329,37.0012,2.6264,122.0745,1.5463,1.4865,0
EQUITAS SMALL FINANCE BANK,2017,Q2,FY2017-Q2,35.8836,36.0052,2.7582,122.6441,1.5198,1.5748,0
EQUITAS SMALL FINANCE BANK,2017,Q3,FY2017-Q3,36.0475,36.1047,2.9913,123.6916,1.4974,1.5062,0
EQUITAS SMALL FINANCE BANK,2017,Q4,FY2017-Q4,36.0426,37.5012,3.3103,125.0,1.4783,1.3376,0
EQUITAS SMALL FINANCE BANK,2018,Q1,FY2018-Q1,32.7022,42.5653,4.3145,127.8521,1.5269,0.7226,0
EQUITAS SMALL FINANCE BANK,2018,Q2,FY2018-Q2,31.9526,43.9097,4.6723,129.0309,1.4943,0.496,0
EQUITAS SMALL FINANCE BANK,2018,Q3,FY2018-Q3,31.0706,44.3811,4.9833,129.8192,1.4621,0.3406,0
EQUITAS SMALL FINANCE BANK,2018,Q4,FY2018-Q4,30.0744,44.305,5.2435,130.0,1.4293,0.3135,0
EQUITAS SMALL FINANCE BANK,2019,Q1,FY2019-Q1,25.6988,40.9419,5.6379,128.8857,1.4693,0.7007,0
EQUITAS SMALL FINANCE BANK,2019,Q2,FY2019-Q2,24.3531,38.495,5.7235,128.1072,1.428,0.9725,0
EQUITAS SMALL FINANCE BANK,2019,Q3,FY2019-Q3,23.3092,35.747,5.7332,127.6252,1.4049,1.2646,0
EQUITAS SMALL FINANCE BANK,2019,Q4,FY2019-Q4,22.7766,34.0552,5.7232,128.0,1.4098,1.4943,0
EQUITAS SMALL FINANCE BANK,2020,Q1,FY2020-Q1,22.2877,35.387,5.7971,134.1238,1.599,1.4182,0
EQUITAS SMALL FINANCE BANK,2020,Q2,FY2020-Q2,22.6407,35.5386,5.7715,136.7151,1.6284,1.4373,0
EQUITAS SMALL FINANCE BANK,2020,Q3,FY2020-Q3,23.2737,35.8834,5.7448,139.8238,1.6483,1.4261,0
EQUITAS SMALL FINANCE BANK,2020,Q4,FY2020-Q4,23.9641,36.6069,5.7678,143.0,1.6349,1.4421,0
EQUITAS SMALL FINANCE BANK,2021,Q1,FY2021-Q1,23.7146,38.5482,5.9926,148.2127,1.6373,1.4281,0
EQUITAS SMALL FINANCE BANK,2021,Q2,FY2021-Q2,23.9396,38.346,6.0583,150.3074,1.5515,1.5551,0
EQUITAS SMALL FINANCE BANK,2021,Q3,FY2021-Q3,24.185,37.9242,6.0684,151.3483,1.5052,1.6699,0
EQUITAS SMALL FINANCE BANK,2021,Q4,FY2021-Q4,24.5427,38.2602,6.0165,151.0,1.5468,1.7242,0
EQUITAS SMALL FINANCE BANK,2022,Q1,FY2022-Q1,24.3428,41.874,5.6518,144.2955,2.0764,1.3418,0
EQUITAS SMALL FINANCE BANK,2022,Q2,FY2022-Q2,24.7175,42.6264,5.4356,141.3428,2.249,1.2382,0
EQUITAS SMALL FINANCE BANK,2022,Q3,FY2022-Q3,25.1419,42.9956,5.2039,138.0188,2.3912,1.1439,0
EQUITAS SMALL FINANCE BANK,2022,Q4,FY2022-Q4,25.5374,43.4265,5.0487,135.0,2.4181,1.1182,0
EQUITAS SMALL FINANCE BANK,2023,Q1,FY2023-Q1,24.3971,42.8812,5.2028,130.7162,1.9986,1.2654,0
EQUITAS SMALL FINANCE BANK,2023,Q2,FY2023-Q2,24.33,41.7609,5.2445,129.3088,1.7321,1.4549,0
EQUITAS SMALL FINANCE BANK,2023,Q3,FY2023-Q3,24.2358,39.9966,5.3291,128.4719,1.4324,1.682,0
EQUITAS SMALL FINANCE BANK,2023,Q4,FY2023-Q4,24.157,38.4904,5.458,128.0,1.1846,1.9019,0
EQUITAS SMALL FINANCE BANK,2024,Q1,FY2024-Q1,22.5268,36.4109,5.9351,127.4131,1.1063,1.8932,0
EQUITAS SMALL FINANCE BANK,2024,Q2,FY2024-Q2,22.2748,34.8813,6.0635,127.2346,1.064,2.0126,0
EQUITAS SMALL FINANCE BANK,2024,Q3,FY2024-Q3,22.1029,33.5043,6.176,127.1138,1.0887,2.0664,0
EQUITAS SMALL FINANCE BANK,2024,Q4,FY2024-Q4,22.0255,33.0634,6.3145,127.0,1.1454,2.0482,0
EQUITAS SMALL FINANCE BANK,2025,Q1,FY2025-Q1,20.8287,37.7632,6.8945,126.2425,1.2007,1.2927,0
EQUITAS SMALL FINANCE BANK,2025,Q2,FY2025-Q2,20.7164,38.6358,7.0539,125.9904,1.2056,1.0605,0
EQUITAS SMALL FINANCE BANK,2025,Q3,FY2025-Q3,20.7384,40.3198,7.2083,125.5932,1.1369,0.7363,0
EQUITAS SMALL FINANCE BANK,2025,Q4,FY2025-Q4,20.909,43.7942,7.4059,125.0,0.9594,0.3135,0
ESAF SMALL FINANCE BANK,2017,Q1,FY2017-Q1,30.7103,81.296,0.5,103.9061,1.5937,0.5885,0
ESAF SMALL FINANCE BANK,2017,Q2,FY2017-Q2,29.2174,74.6004,0.5,113.4887,1.1929,1.0488,0
ESAF SMALL FINANCE BANK,2017,Q3,FY2017-Q3,28.3451,68.5615,4.3428,120.388,0.9199,1.3747,0
ESAF SMALL FINANCE BANK,2017,Q4,FY2017-Q4,28.0038,64.2272,8.0044,125.0,0.7538,1.5884,0
ESAF SMALL FINANCE BANK,2018,Q1,FY2018-Q1,26.9452,58.2584,11.6284,129.221,0.7153,1.5301,0
ESAF SMALL FINANCE BANK,2018,Q2,FY2018-Q2,27.0659,55.1429,12.66,130.4473,0.691,1.5869,0
ESAF SMALL FINANCE BANK,2018,Q3,FY2018-Q3,27.4487,52.2796,12.7258,130.5748,0.7108,1.5988,0
ESAF SMALL FINANCE BANK,2018,Q4,FY2018-Q4,28.0038,50.4662,12.1525,130.0,0.7538,1.5884,0
ESAF SMALL FINANCE BANK,2019,Q1,FY2019-Q1,27.483,48.3801,9.6596,128.5189,0.8408,1.3956,0
ESAF SMALL FINANCE BANK,2019,Q2,FY2019-Q2,27.783,46.8286,8.5103,127.7277,0.8583,1.4075,0
ESAF SMALL FINANCE BANK,2019,Q3,FY2019-Q3,27.9865,45.0821,7.4242,127.4227,0.8363,1.4643,0
ESAF SMALL FINANCE BANK,2019,Q4,FY2019-Q4,28.0038,43.8169,6.6949,128.0,0.7538,1.5884,0
ESAF SMALL FINANCE BANK,2020,Q1,FY2020-Q1,25.612,42.2422,6.8409,134.2221,0.609,1.7888,0
ESAF SMALL FINANCE BANK,2020,Q2,FY2020-Q2,24.9906,40.7326,6.9956,136.8168,0.4725,2.0344,0
ESAF SMALL FINANCE BANK,2020,Q3,FY2020-Q3,24.5118,39.3335,7.2877,139.8781,0.4463,2.24,0
ESAF SMALL FINANCE BANK,2020,Q4,FY2020-Q4,24.3904,39.0155,7.5476,143.0,0.6266,2.3408,0
ESAF SMALL FINANCE BANK,2021,Q1,FY2021-Q1,23.8055,43.1036,7.81,148.1864,2.1553,1.6946,0
ESAF SMALL FINANCE BANK,2021,Q2,FY2021-Q2,24.1685,43.9195,7.7453,150.2801,2.7025,1.4955,0
ESAF SMALL FINANCE BANK,2021,Q3,FY2021-Q3,24.5273,44.8891,7.6953,151.3338,3.2948,1.2423,0
ESAF SMALL FINANCE BANK,2021,Q4,FY2021-Q4,24.5934,46.6468,7.8615,151.0,3.7985,0.9927,0
ESAF SMALL FINANCE BANK,2022,Q1,FY2022-Q1,21.551,52.286,9.4365,144.3026,4.3261,0.5405,0
ESAF SMALL FINANCE BANK,2022,Q2,FY2022-Q2,20.5431,53.4828,10.0592,141.3501,4.3688,0.4032,0
ESAF SMALL FINANCE BANK,2022,Q3,FY2022-Q3,19.5618,53.9174,10.6499,138.0227,4.2037,0.3544,0
ESAF SMALL FINANCE BANK,2022,Q4,FY2022-Q4,18.9196,54.3611,11.1032,135.0,3.8377,0.4075,0
ESAF SMALL FINANCE BANK,2023,Q1,FY2023-Q1,18.4138,54.1696,11.2206,130.7143,2.6061,0.8365,0
ESAF SMALL FINANCE BANK,2023,Q2,FY2023-Q2,18.6471,52.9279,11.117,129.3068,2.0058,1.1071,0
ESAF SMALL FINANCE BANK,2023,Q3,FY2023-Q3,19.2636,51.0388,10.8088,128.4709,1.4627,1.4099,0
ESAF SMALL FINANCE BANK,2023,Q4,FY2023-Q4,20.1274,49.6697,10.4441,128.0,1.1063,1.7033,0
ESAF SMALL FINANCE BANK,2024,Q1,FY2024-Q1,21.2724,49.4661,9.8491,127.4136,1.458,1.8104,0
ESAF SMALL FINANCE BANK,2024,Q2,FY2024-Q2,22.0874,48.3563,9.5284,127.2352,1.5826,1.979,0
ESAF SMALL FINANCE BANK,2024,Q3,FY2024-Q3,22.8917,47.5316,9.2801,127.1142,1.8616,2.0339,0
ESAF SMALL FINANCE BANK,2024,Q4,FY2024-Q4,23.619,48.0666,9.211,127.0,2.2125,1.9437,0
ESAF SMALL FINANCE BANK,2025,Q1,FY2025-Q1,22.814,57.5439,10.5233,126.242,2.9113,0.485,0
ESAF SMALL FINANCE BANK,2025,Q2,FY2025-Q2,22.9007,59.7498,10.9012,125.9898,3.1179,-0.103,0
ESAF SMALL FINANCE BANK,2025,Q3,FY2025-Q3,22.7074,62.9126,11.5469,125.5926,3.1508,-0.9301,0
ESAF SMALL FINANCE BANK,2025,Q4,FY2025-Q4,22.1676,68.4789,12.5877,125.0,2.9272,-2.0273,0
FEDERAL BANK,2015,Q1,FY2015-Q1,12.8985,21.5536,13.8282,114.6447,0.0,2.9523,0
FEDERAL BANK,2015,Q2,FY2015-Q2,14.251,23.3473,12.2393,116.049,0.0,2.2613,0
FEDERAL BANK,2015,Q3,FY2015-Q3,15.1546,24.3572,11.101,117.1481,0.1695,1.7442,0
FEDERAL BANK,2015,Q4,FY2015-Q4,15.6919,25.1376,10.4042,118.0,0.7147,1.3794,0
FEDERAL BANK,2016,Q1,FY2016-Q1,14.8553,26.2424,10.2025,119.563,1.4043,0.7958,0
FEDERAL BANK,2016,Q2,FY2016-Q2,14.7126,26.0886,10.1099,120.0952,1.5789,0.6485,0
FEDERAL BANK,2016,Q3,FY2016-Q3,14.4463,25.5356,10.1802,120.5548,1.6346,0.589,0
FEDERAL BANK,2016,Q4,FY2016-Q4,14.139,25.1376,10.4042,121.0,1.6056,0.5956,0
FEDERAL BANK,2017,Q1,FY2017-Q1,12.8443,25.058,11.1882,122.6889,1.4978,0.6474,0
FEDERAL BANK,2017,Q2,FY2017-Q2,12.5257,24.5062,11.4377,123.2798,1.3884,0.7298,0
FEDERAL BANK,2017,Q3,FY2017-Q3,12.4087,23.9471,11.5588,124.0308,1.2955,0.8138,0
FEDERAL BANK,2017,Q4,FY2017-Q4,12.5758,23.9127,11.5495,125.0,1.2531,0.8778,0
FEDERAL BANK,2018,Q1,FY2018-Q1,13.2142,25.4717,11.0508,127.6875,1.4856,0.7829,0
FEDERAL BANK,2018,Q2,FY2018-Q2,13.7804,25.6914,10.7123,128.8606,1.5415,0.7848,0
FEDERAL BANK,2018,Q3,FY2018-Q3,14.4022,25.693,10.3269,129.7284,1.61,0.7793,0
FEDERAL BANK,2018,Q4,FY2018-Q4,14.9205,25.7499,10.0661,130.0,1.6545,0.7837,0
FEDERAL BANK,2019,Q1,FY2019-Q1,14.443,25.4945,10.2886,128.9298,1.6713,0.754,0
FEDERAL BANK,2019,Q2,FY2019-Q2,14.4144,24.7913,10.3412,128.1529,1.609,0.8031,0
FEDERAL BANK,2019,Q3,FY2019-Q3,14.3466,23.9207,10.4365,127.6495,1.5278,0.8613,0
FEDERAL BANK,2019,Q4,FY2019-Q4,14.3521,23.5259,10.5735,128.0,1.4489,0.9196,0
FEDERAL BANK,2020,Q1,FY2020-Q1,13.9825,24.936,10.9751,134.112,1.414,0.8802,0
FEDERAL BANK,2020,Q2,FY2020-Q2,14.1116,25.0444,11.0295,136.7029,1.3583,0.9237,0
FEDERAL BANK,2020,Q3,FY2020-Q3,14.3231,25.2182,11.0271,139.8173,1.316,0.9579,0
FEDERAL BANK,2020,Q4,FY2020-Q4,14.5652,25.8368,11.0503,143.0,1.2825,0.9823,0
FEDERAL BANK,2021,Q1,FY2021-Q1,14.2778,28.5571,11.2599,148.2159,1.2853,0.8619,0
FEDERAL BANK,2021,Q2,FY2021-Q2,14.372,29.0307,11.2686,150.3107,1.2452,0.8694,0
FEDERAL BANK,2021,Q3,FY2021-Q3,14.543,29.2827,11.2041,151.3501,1.2056,0.8766,0
FEDERAL BANK,2021,Q4,FY2021-Q4,14.8393,29.816,11.1095,151.0,1.165,0.8882,0
FEDERAL BANK,2022,Q1,FY2022-Q1,15.0039,31.2746,10.8867,144.2946,1.112,0.8299,0
FEDERAL BANK,2022,Q2,FY2022-Q2,15.3681,31.2802,10.6885,141.342,1.0569,0.8652,0
FEDERAL BANK,2022,Q3,FY2022-Q3,15.7319,30.797,10.4833,138.0183,0.9994,0.9151,0
FEDERAL BANK,2022,Q4,FY2022-Q4,16.0065,30.2851,10.3896,135.0,0.9398,0.9823,0
FEDERAL BANK,2023,Q1,FY2023-Q1,15.1976,28.3012,10.6719,130.7164,0.8437,1.041,0
FEDERAL BANK,2023,Q2,FY2023-Q2,15.0651,26.9364,10.749,129.309,0.7795,1.1452,0
FEDERAL BANK,2023,Q3,FY2023-Q3,14.973,25.3422,10.7734,128.4721,0.7219,1.2476,0
FEDERAL BANK,2023,Q4,FY2023-Q4,15.0322,24.1621,10.732,128.0,0.6755,1.3376,0
FEDERAL BANK,2024,Q1,FY2024-Q1,15.0819,23.2137,10.2171,127.413,0.6516,1.2635,0
FEDERAL BANK,2024,Q2,FY2024-Q2,15.3997,22.4768,9.9111,127.2345,0.6245,1.3151,0
FEDERAL BANK,2024,Q3,FY2024-Q3,15.8517,21.8535,9.5221,127.1137,0.6045,1.3523,0
FEDERAL BANK,2024,Q4,FY2024-Q4,16.3719,21.7,9.1661,127.0,0.5874,1.3794,0
FEDERAL BANK,2025,Q1,FY2025-Q1,16.295,22.7914,8.9929,126.2425,0.5496,1.2195,0
FEDERAL BANK,2025,Q2,FY2025-Q2,16.5624,22.7894,8.8294,125.9905,0.5215,1.2369,0
FEDERAL BANK,2025,Q3,FY2025-Q3,16.7013,22.7368,8.8255,125.5933,0.4833,1.2574,0
FEDERAL BANK,2025,Q4,FY2025-Q4,16.646,23.0136,9.0966,125.0,0.4308,1.2854,0
HDFC BANK,2015,Q1,FY2015-Q1,17.0773,21.9407,7.2573,114.6447,0.2344,2.0523,0
HDFC BANK,2015,Q2,FY2015-Q2,17.0472,22.5869,7.6509,116.049,0.2384,2.0666,0
HDFC BANK,2015,Q3,FY2015-Q3,17.0328,22.815,7.8848,117.1481,0.2418,2.0861,0
HDFC BANK,2015,Q4,FY2015-Q4,17.0418,23.0921,8.0299,118.0,0.2448,2.1109,0
HDFC BANK,2016,Q1,FY2016-Q1,16.0142,23.8853,8.2059,119.563,0.271,1.8653,0
HDFC BANK,2016,Q2,FY2016-Q2,15.8846,23.698,8.193,120.0952,0.271,1.8967,0
HDFC BANK,2016,Q3,FY2016-Q3,15.7983,23.278,8.1107,120.5548,0.2719,1.9332,0
HDFC BANK,2016,Q4,FY2016-Q4,15.7629,23.0921,8.0299,121.0,0.2741,1.975,0
HDFC BANK,2017,Q1,FY2017-Q1,14.852,23.6075,8.0704,122.6889,0.3094,1.7928,0
HDFC BANK,2017,Q2,FY2017-Q2,14.7499,23.3277,8.0123,123.2798,0.3112,1.8448,0
HDFC BANK,2017,Q3,FY2017-Q3,14.7194,23.0002,7.9751,124.0308,0.3156,1.9021,0
HDFC BANK,2017,Q4,FY2017-Q4,14.7683,23.0921,8.0299,125.0,0.3231,1.9646,0
HDFC BANK,2018,Q1,FY2018-Q1,14.3738,24.6155,8.4456,127.6875,0.3741,1.8189,0
HDFC BANK,2018,Q2,FY2018-Q2,14.4514,24.7824,8.5855,128.8606,0.3808,1.8888,0
HDFC BANK,2018,Q3,FY2018-Q3,14.6661,24.7585,8.6351,129.7284,0.3873,1.9562,0
HDFC BANK,2018,Q4,FY2018-Q4,15.0423,24.8848,8.5689,130.0,0.3916,2.0168,0
HDFC BANK,2019,Q1,FY2019-Q1,15.6284,25.4524,7.9575,128.9298,0.4105,1.8295,0
HDFC BANK,2019,Q2,FY2019-Q2,16.1441,25.0902,7.6006,128.1529,0.4031,1.8766,0
HDFC BANK,2019,Q3,FY2019-Q3,16.7419,24.6059,7.2261,127.6495,0.3933,1.9264,0
HDFC BANK,2019,Q4,FY2019-Q4,17.3666,24.5936,6.9873,128.0,0.3818,1.9855,0
HDFC BANK,2020,Q1,FY2020-Q1,17.6606,26.5992,7.2085,134.112,0.3812,1.8582,0
HDFC BANK,2020,Q2,FY2020-Q2,18.0485,26.899,7.2981,136.7029,0.3668,1.942,0
HDFC BANK,2020,Q3,FY2020-Q3,18.4253,27.137,7.4141,139.8173,0.3564,2.0255,0
HDFC BANK,2020,Q4,FY2020-Q4,18.7978,27.7119,7.5133,143.0,0.3524,2.1004,0
HDFC BANK,2021,Q1,FY2021-Q1,18.4734,29.7854,7.5118,148.2159,0.3885,1.9099,0
HDFC BANK,2021,Q2,FY2021-Q2,18.6425,29.9774,7.424,150.3107,0.3913,1.9599,0
HDFC BANK,2021,Q3,FY2021-Q3,18.838,29.8827,7.2774,151.3501,0.3938,2.0071,0
HDFC BANK,2021,Q4,FY2021-Q4,19.0718,30.0496,7.1605,151.0,0.3916,2.0586,0
HDFC BANK,2022,Q1,FY2022-Q1,18.5979,31.037,7.1999,144.2946,0.377,1.8986,0
HDFC BANK,2022,Q2,FY2022-Q2,18.7175,30.8178,7.1699,141.342,0.3574,1.9694,0
HDFC BANK,2022,Q3,FY2022-Q3,18.909,30.3163,7.1503,138.0183,0.335,2.0447,0
HDFC BANK,2022,Q4,FY2022-Q4,19.1835,30.0819,7.1738,135.0,0.3133,2.1213,0
HDFC BANK,2023,Q1,FY2023-Q1,18.8551,29.7827,7.3685,130.7164,0.2963,1.9628,0
HDFC BANK,2023,Q2,FY2023-Q2,19.0577,29.1526,7.3958,129.309,0.28,2.0352,0
HDFC BANK,2023,Q3,FY2023-Q3,19.2984,28.1842,7.3791,128.4721,0.2691,2.1025,0
HDFC BANK,2023,Q4,FY2023-Q4,19.5489,27.338,7.3466,128.0,0.2643,2.1632,0
HDFC BANK,2024,Q1,FY2024-Q1,18.8496,25.0544,7.1977,127.413,0.3001,1.9448,0
HDFC BANK,2024,Q2,FY2024-Q2,18.8716,23.7173,7.0792,127.2345,0.3032,1.9892,0
HDFC BANK,2024,Q3,FY2024-Q3,18.9383,22.1869,6.9171,127.1137,0.3112,2.0298,0
HDFC BANK,2024,Q4,FY2024-Q4,19.082,20.9352,6.7679,127.0,0.3231,2.0691,0
HDFC BANK,2025,Q1,FY2025-Q1,18.7615,19.2209,6.6075,126.2425,0.3879,1.8538,0
HDFC BANK,2025,Q2,FY2025-Q2,18.9351,18.1974,6.4913,125.9905,0.3983,1.895,0
HDFC BANK,2025,Q3,FY2025-Q3,19.2849,17.3662,6.3951,125.5933,0.4097,1.9416,0
HDFC BANK,2025,Q4,FY2025-Q4,19.8432,17.13,6.3731,125.0,0.421,1.996,0
ICICI BANK,2015,Q1,FY2015-Q1,17.5066,50.6709,6.2154,114.6447,2.9814,2.3885,0
ICICI BANK,2015,Q2,FY2015-Q2,17.3331,51.5959,6.4467,116.049,2.2319,2.1842,0
ICICI BANK,2015,Q3,FY2015-Q3,17.2557,51.75,6.5764,117.1481,1.777,2.0386,0
ICICI BANK,2015,Q4,FY2015-Q4,17.2753,52.1592,6.6583,118.0,1.5762,1.9437,0
ICICI BANK,2016,Q1,FY2016-Q1,16.5682,53.8495,6.7862,119.563,2.12,1.5737,0
ICICI BANK,2016,Q2,FY2016-Q2,16.5772,53.4122,6.7729,120.0952,2.2622,1.5446,0
ICICI BANK,2016,Q3,FY2016-Q3,16.6841,52.5068,6.7123,120.5548,2.5415,1.5417,0
ICICI BANK,2016,Q4,FY2016-Q4,16.8896,52.1592,6.6583,121.0,2.9174,1.557,0
ICICI BANK,2017,Q1,FY2017-Q1,16.7116,53.3954,6.7047,122.6889,4.3042,1.3679,0
ICICI BANK,2017,Q2,FY2017-Q2,16.9214,52.8068,6.6642,123.2798,4.6722,1.3911,0
ICICI BANK,2017,Q3,FY2017-Q3,17.2342,52.0527,6.6308,124.0308,5.0229,1.408,0
ICICI BANK,2017,Q4,FY2017-Q4,17.6509,52.1592,6.6583,125.0,5.316,1.4108,0
ICICI BANK,2018,Q1,FY2018-Q1,17.7282,55.5084,7.0394,127.6875,5.8059,1.1085,0
ICICI BANK,2018,Q2,FY2018-Q2,18.0819,55.7463,7.1434,128.8606,5.8098,1.0571,0
ICICI BANK,2018,Q3,FY2018-Q3,18.4244,55.7636,7.2317,129.7284,5.6563,0.9896,0
ICICI BANK,2018,Q4,FY2018-Q4,18.6963,56.4994,7.3245,130.0,5.316,0.9091,0
ICICI BANK,2019,Q1,FY2019-Q1,17.6423,59.4636,7.6274,128.9298,4.0589,0.5946,0
ICICI BANK,2019,Q2,FY2019-Q2,17.4928,59.5407,7.6666,128.1529,3.4143,0.5004,0
ICICI BANK,2019,Q3,FY2019-Q3,17.3097,58.8656,7.6866,127.6495,2.7708,0.4322,0
ICICI BANK,2019,Q4,FY2019-Q4,17.1434,58.3308,7.7572,128.0,2.2419,0.4075,0
ICICI BANK,2020,Q1,FY2020-Q1,16.1143,56.8059,8.1196,134.112,1.7926,0.4992,0
ICICI BANK,2020,Q2,FY2020-Q2,15.954,54.9669,8.2252,136.7029,1.6153,0.5893,0
ICICI BANK,2020,Q3,FY2020-Q3,16.0082,52.826,8.2534,139.8173,1.5408,0.7102,0
ICICI BANK,2020,Q4,FY2020-Q4,16.3516,51.7001,8.2022,143.0,1.5077,0.8464,0
ICICI BANK,2021,Q1,FY2021-Q1,17.2119,52.7172,7.7582,148.2159,1.4514,1.0432,0
ICICI BANK,2021,Q2,FY2021-Q2,17.9207,52.342,7.4908,150.3107,1.3811,1.197,0
ICICI BANK,2021,Q3,FY2021-Q3,18.7023,51.7316,7.1881,151.3501,1.3002,1.3449,0
ICICI BANK,2021,Q4,FY2021-Q4,19.4068,51.4817,6.9626,151.0,1.214,1.4839,0
ICICI BANK,2022,Q1,FY2022-Q1,19.1312,50.5159,6.9121,144.2946,1.0548,1.5486,0
ICICI BANK,2022,Q2,FY2022-Q2,19.2726,49.0976,6.8754,141.342,0.9632,1.6797,0
ICICI BANK,2022,Q3,FY2022-Q3,19.3507,47.2236,6.8532,138.0183,0.8751,1.8036,0
ICICI BANK,2022,Q4,FY2022-Q4,19.4474,45.9463,6.8412,135.0,0.793,1.9228,0
